author,last_updated,title,review,rating,app_version,net_helpfulness,helpfulness_count
3043,Inacio,2026-02-07T10:58:30-07:00,Credit card is now available in Brazil,It is a full bank experience with Credit Card option.,5,10.116,1,1
3044,Scotchedeggs,2026-02-07T08:23:33-07:00,Great App,Amazing app I’ve been using it for a while,5,10.114,0,0
3045,Not happy taking to long,2026-02-07T06:23:10-07:00,Currently Love it,Currently Love the App right now,5,10.114,0,0
3046,Vi89012,2026-02-06T19:57:31-07:00,Best app,Its a very good app to send money to the philippines,5,10.116,0,0
3047,chuckcrozzby,2026-02-06T19:53:43-07:00,Guy,Easily the best banking app,5,10.114,0,0
3048,Mojoriino,2026-02-06T14:32:58-07:00,😊,Lovely service!,5,10.114,0,0
3049,Momo Sina,2026-02-06T11:54:34-07:00,Excellent,Qualité de service irréprochable,5,10.114,0,0
3050,Ab Zamani,2026-02-06T11:48:38-07:00,Review,Working good but flagging my account from receiving transfers from new person isn’t cool at all!,3,10.114,0,0
3051,UT.AD.DR,2026-02-06T10:40:05-07:00,Excellent!,Great financial service.,5,10.114,0,0
3052,Vasilis1313,2026-02-06T09:17:36-07:00,Awesome bank,Best online banking in the world,5,10.114,0,0
3053,Amasicousa,2026-02-06T08:07:15-07:00,GREAT Service and a GREAT app,It took me some months to trust and then test Revolut against the other available payment processors and money apps that I have been using for years. When I finally gave Revolut the chance to prove itself it has been coming through with flying colors. Revolut is now consistently making its way to the forefront of becoming my #1 app of choice. Keep up the good work Revolut because you are definitely making a believer out of me.,5,10.114,0,1
3054,Affy lol,2026-02-06T07:32:58-07:00,Top banking,Epic experience,5,10.116,0,0
3055,Vincenzo Tranchida,2026-02-06T04:03:01-07:00,Extremely well made app,Love it,5,10.116,0,0
3056,koshelko18,2026-02-06T00:05:53-07:00,Reliable with room for improvement,"This banking app gets the job done efficiently.Transfers are processed quickly.The security features, including face recognition and transaction confirmations, provide peace of mind.",5,10.114,0,0
3057,mbenhamida,2026-02-05T23:14:43-07:00,Great app. Just works.,"A benchmark for great UI/UX… simple, minimalist yet beautiful design that just works.",5,10.114,0,0
3058,Sikimaghzooa,2026-02-05T16:46:37-07:00,Fast,Everything is great,5,10.116,0,0
3059,USA-Eagle,2026-02-05T16:34:33-07:00,Great Banking App,This internet banking app is the best thing I have found for foreign currency CC transactions and direct bank to bank account transfers.,5,10.114,0,0
3060,anormalperson10,2026-02-05T14:47:55-07:00,Best bank ever,It’s the best fintech bank ever,5,10.116,0,0
3061,Nikkkkyqw1123,2026-02-05T14:43:46-07:00,Revolut. Bank,Totally recommended :),5,10.114,0,0
3062,recomendo pars,2026-02-05T11:51:49-07:00,Muito bom,Fácil de usar.,5,10.114,0,0
3063,Plars5180,2026-02-05T09:13:15-07:00,"Excellent, convenient!","A great service all around, it makes life so much easier - especially for international students and people who work in multiple countries! Highly recommend.",5,10.114,0,0
3064,Malooky04,2026-02-05T07:49:18-07:00,Amazing service,The security features are great!,5,10.114,0,0
3065,MissLavenderBright,2026-02-05T07:46:16-07:00,Love it!!!,Transfers happen very quickly when I have money it it so I always keep some money for family overseas for emergencies.,5,10.114,0,0
3066,23nicknick23,2026-02-05T06:32:50-07:00,brilliant service,great service. low fees,5,10.114,0,0
3067,FrenchM,2026-02-05T06:01:13-07:00,"Smooth UI, good functionality",Great service. The only notice: make is available in Ukraine!,5,10.114,0,0
3068,Benjamin Yueh,2026-02-05T04:41:02-07:00,挺好的,挺好的,5,10.114,0,0
3069,Gianidigiane,2026-02-05T04:32:33-07:00,Fantastic platform!,"A fast, flexible and well designed platform, with all the features needed in today’s global world",5,10.114,0,0
3070,Nikolay Kepenerov,2026-02-05T01:57:21-07:00,Excellent,Excellent,5,10.114,0,0
3071,Kelvin Kupoluyi,2026-02-05T00:08:11-07:00,Convenient Banking That Rewards My Everyday Spending,"Using Revolut has genuinely made my day‑to‑day spending so much easier. Payments are quick, smooth, and hassle‑free, whether I’m paying bills, sending money to someone, or tapping my card in a shop. Everything happens instantly, and I love getting real‑time notifications that help me stay on top of my spending without stress.

Shopping with Revolut has also been a great experience. The app is clean and easy to navigate, and I never have to worry about hidden fees or delays. One of my favourite parts is earning points through my purchases. It feels good knowing that every transaction adds up to something rewarding, and it makes everyday spending a bit more enjoyable.

Overall, Revolut has become a convenient and reliable part of my financial life. It’s simple, fast, and gives me little perks that make a real difference.",5,10.114,0,0
3072,WinBarney,2026-02-04T19:34:30-07:00,One of the model financial services apps,Love it,5,10.114,0,0
3073,MangolKata,2026-02-04T19:26:54-07:00,Easy Fast Cheep,Using the platinum lavender card Worldwide- very satisfied with service and protection- thank you !,5,10.114,0,0
3074,Sabine20021971,2026-02-04T17:08:44-07:00,JEANNY,Super,5,10.114,0,0
3075,LVArbitrage,2026-02-04T13:14:13-07:00,Great,Just works - no friction !,5,10.114,0,0
3076,Senseidarryl,2026-02-04T12:15:03-07:00,Set up failure,I have entered ss info 30 times and no joy. Still asks me for info,1,10.116,0,0
3077,thmteach,2026-02-04T12:14:30-07:00,Took all my information and then locked me completely out,I don’t understand why,1,10.116,0,0
3078,Ivan'Smart,2026-02-04T11:49:14-07:00,"Simple, facile, agréable et sécurisé",Meilleure banque en ligne,5,10.114,0,0
3079,Vzorik,2026-02-04T07:04:21-07:00,Top app,The best bank,5,10.114,0,0
3080,usarmen,2026-02-04T06:40:51-07:00,Mr Armen S,I LOVE REVOLUT 🙏❤️,5,10.114,0,0
3081,Wolfonallstreet,2026-02-04T04:52:31-07:00,Best Mobile Banking,By Far and Hands Down the Best Banking App on the Planet,5,10.114,0,0
3082,Yuvier Luna,2026-02-04T04:26:45-07:00,"Great app, but Plaid integration is missing","Revolut is one of the best online banks for managing money, but the lack of Plaid support is a major downside. It’s frustrating because competitors like Chime offer Plaid integration, making it much easier to connect accounts and transfer money. Additionally, since the card is recognized as prepaid, it gets rejected on several websites when I try to pay online. If they added Plaid and improved card compatibility, it would be a 5-star app The bank is very good, but the worst thing is that Revolut does not appear on Plaid's list of banks when I want to connect it with other applications. It's frustrating because others like Chime do appear and work without problems. In addition, I have had problems paying online because the card is detected as prepaid and rejected in several places. They have several ways to transfer money, but not being in Plaid is a big disadvantage",4,10.116,0,0
3083,oskz23,2026-02-04T00:15:13-07:00,Review,The best online banking app for me.. keep it up,5,10.114,0,0
3084,Slibier,2026-02-03T23:55:21-07:00,Revolut CC,Very practical especially for me that travel for work alot.,5,10.114,0,0
3085,AEK2340078516,2026-02-03T11:55:41-07:00,Great,I use this account for international transfers and it makes life so much easier.,5,10.114,0,0
3086,Thrownaway-74628,2026-02-03T09:53:23-07:00,Card deposits don’t work,"If you try to make a card deposit too large it will lock you out of using card deposits for some amount of time. When you ask support, the bot won’t even tell you how much you’re allowed to deposit via card for “security reasons.” How are you supposed to know how much you can deposit without being told? I shouldn’t have to play guessing games.",1,10.114,0,0
3087,GIY1914,2026-02-03T02:27:12-07:00,Greatest service ever,Brilliant,5,10.114,0,0
3088,smc in florida,2026-02-02T23:59:17-07:00,Reliable,"I put money into my account in dollars, exchange for Euros, and EFT my rent to my Italian Landlord.",5,10.114,0,0
3089,CalifAndrUSA,2026-02-02T18:07:50-07:00,"beware of hidden break away fees (!) there is no trial, they hit you hard","when trying a premium plan these crooks get you with breakaway fee if you downgrade…  is no way to build loyalty or reduce churn.

you fool me once, shame on you. You will not fool me twice - I am out for good!",1,10.114,0,0
3090,$$$$3!288/,2026-02-02T17:46:36-07:00,THIS SUCKS.,I spent over 30 minutes trying to create an account and it wont “authenticate” my phone number what a waste of time and energy.,1,10.114,0,0
3091,ChinwenduVictory,2026-02-02T16:09:49-07:00,Great,Great app,5,10.114,0,0
3092,laszlousa,2026-02-02T14:52:05-07:00,Excellent Service,"I am using Revolut almost 8 years now and can say I’m really glad that I found it. It saved me so much headache compared to other bank apps, which is overcomplicated and  hard to use, and  lacking features which I really need. Revolut is not perfect but it’s really useful and makes my life easier. I never had to call customer service about anything.",5,10.114,0,0
3093,Attila Zsirai,2026-02-02T09:18:00-07:00,Simply the best,Super easy to use fast transfer no fees. five stars for sure!!!,5,10.114,0,0
3094,.prrep,2026-02-02T08:54:32-07:00,Revolut,Perfecta aplicación para tener un banco digital sin estrés de bancos comunes,5,10.114,0,0
3095,from grand cayman,2026-02-02T08:39:44-07:00,Highly recommend Revolut.,"I’ve been using Revolut now for four years, I highly recommend it. It is an essential travel tool, with multi currencies, great exchange rates , more secure than my credit cards, easy to use, save, and send money to others across continents.",5,10.114,0,0
3096,Devil USA,2026-02-01T21:09:52-07:00,The best,"The best banking system.  Easy to use no complications, intuitive interface.",5,10.114,0,0
3097,nkdrive,2026-02-01T09:36:06-07:00,please return to Ukraine,"Please return to Ukraine, we need your bank",5,10.114,0,0
3098,SakaiArun,2026-02-01T07:43:26-07:00,Great banking alternative,For those who live and work in an industry that crosses all 7 continents - this app makes finance manageable in contrast with the rigid nature of traditional banking and its methodology.,5,10.114,0,0
3099,U senor,2026-02-01T06:15:19-07:00,Great App,User Friendly: 10/10,5,10.114,0,0
3100,Ubaid Gada,2026-01-31T12:24:02-07:00,Best money app ever,"Hands down the best money app I’ll ever need- it does everything perfectly & so user friendly 
Best interest rate in savings account, international transfers, investing - Everything in one app

Suggestion: Reward Credit card , budgeting & crypto investing",5,10.114,0,0
3101,Perfection 111,2026-01-31T11:52:53-07:00,Very good,Excellent,5,10.114,0,0
3102,Alyn J,2026-01-31T07:40:03-07:00,Works well between Illinois and Ireland,Very easy to use internationally,5,10.114,0,0
3103,xnjdehjdjf,2026-01-31T07:00:27-07:00,Good,I like it,5,10.114,0,0
3104,Lars Ferges,2026-01-31T04:03:20-07:00,Great app,Easy and works well,5,10.114,0,0
3105,runnerforlife2,2026-01-30T22:02:03-07:00,really good,"has a lot of features that a lot of traditional banks lack for paying people and managing bank accounts internationally, highly recommend!!",5,10.114,0,0
3106,Shahradasadi,2026-01-30T19:04:11-07:00,Easy to use,5 star for sure,5,10.114,0,0
3107,Vitha64,2026-01-30T16:33:38-07:00,Very unhelpful support,I tried to refer my boyfriend and he didn’t even complete his account. I reached out to support to see if I could connect him with my account and they refused to help.,1,10.114,0,0
3108,Kaveen.,2026-01-30T14:26:37-07:00,review,Its very easy for users no like other local banks .,5,10.114,0,0
3109,Mortakye,2026-01-30T10:37:05-07:00,The Ultimate Way To Bank,"Love the app and the service. I travel a lot and the ability to exchange into local currencies and pay is great. Locals like it, too, especially if they have Revolut, but if not, paying them by ACH works and saves them credit card fees.",5,10.114,0,0
3110,Catybarq,2026-01-30T10:36:02-07:00,Caty,Excelent,5,10.114,0,0
3111,HFT vzla,2026-01-30T09:53:27-07:00,Excelente,Excelente,5,10.114,0,0
3112,DDIDODFL,2026-01-30T08:25:15-07:00,Brilliant app.,Love it,5,10.114,0,0
3113,Soffita17,2026-01-30T07:09:50-07:00,Excelente,un conto che ti permette di avere una libertà assoluta!,5,10.114,0,0
3114,Shma Shma,2026-01-30T03:58:16-07:00,Terrible Service,Direct deposits don’t work. Only get access to AI bots for customer service. Security is terrible.,1,10.114,0,0
3115,Laura Duncea,2026-01-30T03:37:11-07:00,Great app and features!,"I highly recommend the app. It’s working great and so many features that makes travel (especially) so easy. I don’t have to worry about converting or fees, Revolut does that for me! Thank you!",5,10.114,0,0
3116,علي عادل صادق,2026-04-07T22:50:59-07:00,أتمنه تلخون البوتات في السلفر,أتمنه تلهون البوتات في السلفر,5,4.3.0,0,0
3117,MaxboyBFF,2026-04-07T22:06:10-07:00,Kiribati,Tarawa,4,4.3.0,0,0
3118,Cristofer8$,2026-04-07T21:40:18-07:00,Le doy 5 estrellas buen juego,Solo le falta un poco más de realismo por ejemplo agregar un lanza cohetes o algo así y al disparar que se rompan las cosas pero buen juego,5,4.3.0,0,0
3119,JessieCollums,2026-04-07T19:14:38-07:00,Good game,I love this game it’s real good,5,4.3.0,0,0
3120,محمود علي حيدر,2026-04-07T18:11:49-07:00,والله انكو ولاد تعاريص يولاد شرموطه,يلعن شرف خواتو البحب هاللعبه كل واحد بروج الها اخو منيوكه,1,4.3.0,0,0
3121,Người dùng mesega,2026-04-07T17:57:22-07:00,Take to longgggg,ghép trận quá lâuuu,3,4.3.0,0,0
3122,Лонели дрим,2026-04-07T16:24:28-07:00,👌,Круть,5,4.3.0,0,0
3123,Uzair Dawood07,2026-04-07T15:20:05-07:00,Issue of voice chat,After new update many players facing voice chat issue the other player stop coming between fight and lobby its happening many times please make sure to solve this voice chat issue,5,4.3.0,0,0
3124,ссср сп,2026-04-07T08:54:34-07:00,5227,Разработчики пожалуйста оптимизируйте игру,3,4.3.0,0,0
3125,PlayerPUBG26,2026-04-06T17:04:32-07:00,Greedy,Playing the game for 7 years now and sad to see what PUBG has turned into over the years. How can u tell me its fair for a player to spend less then 50UC and get an item and another spends 14k UC and does not. And then u email the customer service to be told this is based on luck and try again like are u out of your mind i spent 14k at one time and all the odds were maxed out for the item and i still didn’t get it. Not one penny from me PUBG. Love to play with my friends but the other aspect of the game is trash. Turning into a gambling game,1,4.3.0,0,0
3126,Stonewall1511,2026-04-06T13:36:07-07:00,Backbone,"Would like to be able to use my Backbone and my iPhone 14 to play PUBG but for some weird reason, everybody else is able to use their PlayStation but I can’t use my Backbone. I find it irritating.",2,4.3.0,0,0
3127,العراب 117,2026-04-06T09:20:35-07:00,ببجي,التحديث مو حلو با الفتره الاخير اريد تحذفون مال السلاح الي بيه اصوات دجاج او كلب لان دائمن اخسر و ينزل التقييم,1,4.3.0,0,0
3128,Vergelion,2026-04-06T08:34:13-07:00,Top,Офигеная игра пабг мобайл,5,4.3.0,0,0
3129,Hasumi Suri,2026-04-06T07:45:27-07:00,Five stars,I love this game I used to play it every day my mom will give you an hour to play it and more because PUBG loves you gonna prove Iraq,5,4.3.0,0,0
3130,John Alice22,2026-04-06T07:11:34-07:00,Not being logged in into previous Id,Very bad experience with this game literally they can’t even protect the Id I made it from 5 to 6 times but they login into new account instead of previous one from same email or same Facebook,1,4.3.0,0,0
3131,эжэгбар,2026-04-06T04:25:26-07:00,имба,самая крутая ргра лалала,5,4.3.0,0,0
3132,叶蓁QwQ,2026-04-05T22:18:19-07:00,没有声音,我的游戏没有声音,1,4.3.0,0,0
3133,Kingoflag10,2026-04-05T20:29:42-07:00,Can yall add controller support,It can make the gamer better,4,4.3.0,0,0
3134,CaptainKirk1995,2026-04-05T18:22:38-07:00,KM,Used to be my favorite because of the realism but over time has become more and more gimmicky.,2,4.3.0,0,0
3135,fjsjsjfhdjsjskksjjdvrbsb,2026-04-05T18:13:55-07:00,Money pit,Love the game but to have anything fun IE skins/cars hundreds to thousands of dollars absolutely insane,3,4.3.0,0,0
3136,Кто прочитал тот транс,2026-04-05T15:58:57-07:00,You are best,Good game,5,4.3.0,0,0
3137,T. Bagger,2026-04-05T14:57:21-07:00,He used to be a five star game now it’s a,"PUBG mobile is a great game. I have given it as high as five stars in the past. Unfortunately, it has become nearly impossible to get into a game. I have been trying for two days straight. It has become a waste of my time.",1,4.3.0,0,0
3138,серёга.К,2026-04-05T11:58:17-07:00,67,много красивых chl1nov,3,4.3.0,0,0
3139,Stinky bd,2026-04-05T08:45:59-07:00,The graphics are about all there is in this game,"Yea nothing much works, the hackers have ruined this game. no one speaks english,and of course whatever issues you have, it always your fault.Reboot,try this ,try that...Hackers and cheats..well thats up to you to report those. Dont bother, nothing happens to them.The lag makes playing useless..",1,4.3.0,0,0
3140,PUBG Mobile@,2026-04-05T08:39:12-07:00,Can play in 60 fps after a while 😭😭not an interesting fact 🥺🥺🥺🥺,💔,5,4.3.0,0,0
3141,Effefv,2026-04-05T06:46:27-07:00,Fun friendly intense lots of action many modes,One of the best games I’ve ever played,5,4.3.0,0,0
3142,mwtwanai n,2026-04-05T05:38:50-07:00,1,什么时候和火影忍者联动,4,4.3.0,0,0
3143,a player from Ch,2026-04-05T05:26:18-07:00,It’s so funny,I’m really love this game and I hope it will be more enjoyable and have more players,5,4.3.0,0,0
3144,中国人有吗,2026-04-05T00:35:59-07:00,有中国人吗,有中国人吗,5,4.3.0,1,1
3145,Мотттттттттт,2026-04-04T23:51:19-07:00,Кайф,Всё норм но в метрошке почему-то со мной какие-то нуба а против киберкотлеты и так же в метрошке стало больше крыс где теперь надо бегать и оглядываться,5,4.3.0,0,0
3146,Ивент в середине карты,2026-04-04T20:45:04-07:00,Ивент в метро рояль,"Мне конечно очень нравится эта игра,играю около 6 лет,но хотелось бы очень хорошее обновление в метро рояль,а так игра очень хорошая,правда обновления в метро рояль надо сделать получше,добавьте какое нибудь ивент в середине карты",5,4.3.0,0,0
3147,Boss4197,2026-04-04T17:25:01-07:00,Garbage Game Don’t Waste Your Time,"Game is a laggy glitchy piece of junk.  These people have no business owning this game!  There is barely anyone on it and it still has these problems. The few on there are cheaters.  This game sucks

Checked back and it is still absolute trash!   You people should be embarrassed by how pathetic PUBG has become!",1,4.3.0,0,0
3148,Featering_Soul,2026-04-04T17:12:24-07:00,Giving up,"Been playing this game on and off for years, but now there is never enough people to start a game.",1,4.3.0,0,0
3149,Radwan.9,2026-04-04T16:44:25-07:00,هادي لعبة خرافية بس مشكلة ان فيها جيجا كتير 🫨,شكرا على قرائة نصي,5,4.3.0,0,0
3150,MidnightMenace75,2026-04-04T15:51:10-07:00,Lacks Controller Support,"Love this game, but doensn’t support backbone and etc.",3,4.3.0,0,0
3151,?:):(аа,2026-04-04T12:06:51-07:00,..,у меня почему то микрафон воопше не работает,5,4.3.0,0,0
3152,el alacenatusero,2026-04-04T09:22:21-07:00,Lo aré,Real,5,4.3.0,0,0
3153,ريرطرير,2026-04-04T08:50:09-07:00,لابوبو,حذفت كل التطبيقات ونص الصور وبعده يكلي لايوجد مساحة!!!,3,4.3.0,0,0
3154,Richiwilo,2026-04-04T06:35:34-07:00,Very slow response,I am using 14 pro for only this game and its lagging alot,1,4.3.0,0,0
3155,Artklen,2026-04-04T05:20:23-07:00,✌️,Лучшая игра,5,4.3.0,0,0
3156,Tiktok80,2026-04-04T04:01:16-07:00,Iphone 13,"I keep spending my money on this game and buying new phones every year just to stay competitive, but it’s getting ridiculous. When you prioritize 120 and 165 FPS, you are ignoring the fact that 80% of us are on 60 FPS devices. If you keep pushing these extreme frame rates without balancing the game, all 60 FPS players will eventually delete the game. Stop making it about who has the most expensive phone.",5,4.3.0,1,2
3157,Бондарик леша,2026-04-04T02:14:52-07:00,Алексей Бондарик,Бэйп надо добавить еще,5,4.3.0,0,0
3158,AHHHHHHHHUUHH,2026-04-03T20:34:30-07:00,Players,"The Spanish population on this game genuinely ruins it. They play as if they’d die in real life if you kill them in the game! They play as camping is atrocious and they suck so badly. Learn to optimize the lobbies and put the campers that dont move an inch in their own lobby, put us by KD systems and not the titles of our ranks! F every Spanish speaking camper that plays this trash game",2,4.3.0,0,0
3159,Mo namenma e,2026-04-03T19:45:46-07:00,Keep lagging too much,Not just lagging but even when i have very good internet connection and speed for some reason the character dosent shoot when i want it to shoot and when it does the enemy doesn’t even get any damage.,1,4.3.0,0,0
3160,王哥7891,2026-04-03T18:00:42-07:00,PUBG,PUBG你挺牛逼克拉斯啊,5,4.3.0,0,0
3161,Thatkidgr,2026-04-03T17:39:32-07:00,Please,This is one of the best moble app please allow us to play the iOS version on the backbone controller device,5,4.3.0,0,0
3162,LEONnaze,2026-04-03T17:09:51-07:00,Best,The best game mobile nomber one,5,4.3.0,0,0
3163,чижик3,2026-04-03T15:12:58-07:00,это ужас,"из за вашего обновления с ранговой системой играть стало невозможно игроки попадаются не по уровню, за меня играют огрызки а против меня звёзды кибер спорта, я из за вас был вынужден скачать доту и играть в неё, вы понимаете то что люди играющие выше ранга все крысят, почему на последнюю зону я должен играть с 40 игроками которые нюхают стены каждого туалета, защита вообще ужастно работает, ли о возвращайте как было либо потеряете людей, жалуются то что все игроки на каронах а доминатрах боты",1,4.3.0,0,0
3164,LilMeatFeet,2026-04-03T14:58:58-07:00,Needs backbone controller support,Needs backbone controller support,1,4.3.0,0,0
3165,Ah cuddud,2026-04-03T14:18:55-07:00,سنابي حياكم,Uii103,5,4.3.0,0,0
3166,Zakpappi,2026-04-03T10:53:54-07:00,.,Chikora 🇩🇿,5,4.3.0,0,0
3167,Reben55,2026-04-03T09:52:29-07:00,باشترین و پڕ چێژترین یاری,"پەبجی مۆبایل تەنها یارییەک نییە، بەڵکو جیهانێکی پڕ لە کێبڕکێ و ئەدریناڵینە. لە کوردستان یەکەمی بێ ڕکابەرە، چونکە:
• گرافیکێکی سەرنجڕاکێش: هەست بە واقیعیبوونی چەک و ژینگەی یارییەکە دەکەیت.
• کۆمەڵایەتی: دەتوانیت لەگەڵ هاوڕێکانت بە تیم یاری بکەیت و بە دەنگ قسە بکەن.
• نوێبوونەوە: هەمیشە مۆد و نەخشەی نوێی بۆ زیاد دەکرێت کە هەرگیز لێی بێزار نابیت.
ئەگەر بەدوای ئەزموونێکی ڕاستەقینەی ""باتڵ ڕۆیاڵ""دا دەگەڕێیت، ئەمە باشترین بژاردەیە. بێگومان شایەنی ٥ ئەستێرەیە! ⭐⭐⭐⭐⭐",5,4.3.0,0,0
3168,لأنك لعبة خرااا,2026-04-03T07:45:19-07:00,لأنك لعبة خرا,كس مكم من لعبة ومطورين بدي افتحهم وحمي على امياتكم ونتو تطلعو ومفتوحين وبس اخلص على امياتكم بدي احمي عليكم ونيكم,1,4.3.0,0,0
3169,可是就是介绍客户吃就是睡,2026-04-03T06:35:55-07:00,24年的夏天,我永远都忘不了那一天,5,4.3.0,0,0
3170,Жопа потного лысого мужика,2026-04-03T04:22:12-07:00,Самая хорошая игра,Прям как попка моего друга,5,4.3.0,0,0
3171,Atal AHSAS,2026-04-03T04:04:48-07:00,M4 glacier,I’m really love PUBG but I so a lot try to get M4 glacier and I am start the game 2022 but first time from 2019 it’s my dream 😭,5,4.3.0,0,0
3172,Toti1107!,2026-04-03T03:14:31-07:00,Games,Excellent can make you enjoy and relax,5,4.3.0,0,0
3173,Problem.ok,2026-04-03T02:46:39-07:00,Pay to win,Pay to win,1,4.3.0,0,0
3174,Игрок81252,2026-04-03T01:28:48-07:00,Верните попытки получить костюм X за серебро,Верните попытки получить костюм X за серебро,5,4.3.0,0,0
3175,Choose for Your Reviews,2026-04-03T00:14:31-07:00,Um,I love I loooove ilove ilove ilove,5,4.3.0,0,0
3176,Zaku4Zeon,2026-04-02T19:25:27-07:00,Add controller support,Game would be waaaaaay better with it ngl,2,4.3.0,0,0
3177,zxc.charoshka,2026-04-02T18:15:22-07:00,спасибо,за самую лучшую девочку на свете,5,4.3.0,0,0
3178,FireGoat05,2026-04-02T16:55:47-07:00,No worth it anymore,"This was a fun game to play, a long time ago. But now it is near impossible to get into a match.  Not sure why or what happened but my phone would go dead from a full charge if I just waited for it to let me in a game.  They need one of those call back services, to let you know when you’ve made it into a match.  I mean it’s mostly bots and cheaters anyways.  What a waste of good graphics and competitive game.",1,4.3.0,0,0
3179,ابهنل,2026-04-02T14:20:58-07:00,٣٥٧٨,افضل لعبه في الكره الأرضيه,5,4.3.0,0,0
3180,Chicken1ng,2026-04-02T12:04:35-07:00,I want new grenade launcher,I want the xm25 grenade launcher in pubg payload,5,4.3.0,0,0
3181,Wel133,2026-04-02T12:01:27-07:00,Обновление,Игра стала помойкой,1,4.3.0,0,0
3182,Mohammadí,2026-04-02T10:23:00-07:00,PUBG LOVVEEYYYY YYOUUUUUUU MMMWAH OH..,The best game ever 10k UC pls? AND ADD RONALDO AND YEAH PLSSS NEVER HAD US BEFORE I MEAN I DID BUT ONLY 300 ☹️ PLS PUBBBGGGGGGGGGGGGGG,5,4.3.0,0,0
3183,YK-Faded907,2026-04-02T06:09:59-07:00,Promotion matches,"Remove promotion matches for 5 stars, until than it gets 1 star for promotion matches.",1,4.3.0,0,0
3184,илюша агуша,2026-04-02T05:44:11-07:00,Pubg - perfect game,Pubg - perfect game,5,4.3.0,0,0
3185,Best game ever and in world,2026-04-02T01:37:27-07:00,Best game,The game is so smooth and very nice on iPhone 15 it’s very good the top one game in the world thank you pubg for the nicest game ever you have made,5,4.3.0,0,0
3186,Wazaass,2026-04-01T22:51:53-07:00,Wtf,"It’s not called pubgmobile
It’s olympic mobile.",2,4.3.0,0,0
3187,R3ÆPER,2026-04-01T22:34:56-07:00,SIMPLE FIX!,ADD CONTROLLER SUPPORT!,1,4.3.0,0,0
3188,Ilia1451,2026-04-01T22:00:26-07:00,Good Game,It’s a good Game because I live the metro royale and classic,5,4.3.0,0,0
3189,第二医院王院长,2026-04-01T21:05:13-07:00,五星评论家麦克阿瑟评论此游戏,"666，pubgm非常好玩，@开发者，您的游戏获奖了,请前往美国领奖，我和川普会给你最好吃的子弹和9178奖项",5,4.3.0,0,0
3190,Sigvsiybtsivghi,2026-04-01T17:54:14-07:00,Backbone support,Please put backbone support please,3,4.3.0,0,0
3191,Верните его заблокировали,2026-04-01T12:45:50-07:00,Лучшая игра metro,Игра 😎 перешёл из стеллыф 2,5,4.3.0,0,0
3192,LA PAMPARA BRRR,2026-04-01T10:06:05-07:00,Dragon ball,AMO PUBG MOBILE es mi juego favorito pero algo que sería genial es que volviera el evento de dragon ball siento que es el mejor evento que allá existido y se que muchos estarán de acuerdo por favor tómenlo en cuenta,5,4.3.0,0,0
3193,هيثم حياتي,2026-04-01T07:41:52-07:00,ابو محمد,هيثم,2,4.3.0,0,0
3194,Shah3p,2026-04-01T07:10:28-07:00,Pubg lover,I’m playing this game from season 2 it’s the best one,5,4.3.0,0,0
3195,BLISS FaINi,2026-04-01T06:09:09-07:00,Не советую,"Украли аккаунт,поддержка отклоняет все запросы",1,4.3.0,0,0
3196,Суп193838,2026-04-01T02:24:44-07:00,PUBG,Есть  читаки аккуратнее парни,5,4.3.0,0,0
3197,Миньонов,2026-03-31T23:52:55-07:00,Отзыв,"Я поиграл, удаляйте",1,4.3.0,0,0
3198,Rathod Yuvraj,2026-03-31T23:21:32-07:00,Bin CNN m,GHC,5,4.3.0,0,0
3199,Zuhal ehhiebeiekeb,2026-03-31T20:29:44-07:00,Values,"Ever since you brought this new update a lot people stoped playing because the old version of the game had a sentimental value to all the player it might be just another day with another update for you but for us it’s talking away our home, talking away our childhood memories because PUBG mobile is not just a game to us so please lesson to the players and bring the old update bad as soon as possible or if u can’t just tell people so we don’t get our hopes up.",1,4.3.0,0,0
3200,Utha na,2026-03-31T19:13:45-07:00,Update,I just don’t like this update,5,4.3.0,0,0
3201,gardwn osman,2026-03-31T15:28:38-07:00,too much space in storage,really fun game but it’s just too much GB,1,4.3.0,0,0
3202,Moe528@,2026-03-31T14:56:57-07:00,نطالب بأضافه مخارط حمامات يمنيه,"لكي اتمتع بضهر بيرم البوت  
يرجى اضافه صنادل يمنيه  الاصلي الي ماتبتسق
ومتافل قات  ومخارط حمامات 
وجميع أنواع المستلزمات الحماميه اليمنيه وشكرا",5,4.3.0,0,0
3203,Илья12349,2026-03-31T12:30:27-07:00,Лучшая  игра моей жизни,Это превосходство жалко за 4лет игры нету ледника,5,4.3.0,0,0
3204,Sergeev 954,2026-03-31T09:03:37-07:00,После долгой игры телефон сам перезапускается айфон 17 pro,Нормально игру оптимизируйте пинг скачет игра перезапускает устройство в течение игры 3 часа или 5 часов игры идет перезапуск устройства две толком не перегревается так что это точно не перегрев а баг игры!!!!!!,1,4.3.0,0,0
3205,🧸🧸oso 🧸,2026-03-31T08:47:03-07:00,The best,Been playing for 6 years the best,5,4.3.0,0,0
